y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20
-0.466655354,-0.494480875,-0.021007535,0.302298496,-1.52463454,-2.345023214,1.748034797,-0.501953588,0.544792717,0.264128902,0.825264714,0.254670046,-0.765195867,0.551290366,0.004905043,-1.034807568,0.306188741,0.262697724,-0.055092338,-0.966158492,0.208837699
0.779965118,1.75175715,-0.723653214,-0.109079876,-0.245253129,1.89663702,-0.224260839,-1.201251222,-2.73667446,-0.374781459,-0.747180398,0.45757485,-0.825692104,0.835632439,0.716705501,0.871086772,1.330469609,1.175437151,0.361370813,-1.021763567,0.231099783
-0.083369066,0.055764775,-0.994479836,-2.179165281,-0.402155078,-1.331561435,-0.095715548,0.030288352,-1.022549678,0.830167607,-0.164060636,-1.749487617,-0.392132246,-2.07270065,-0.313501251,0.689262904,0.862232228,-0.206698775,-0.625598204,-0.085190351,0.283930161
0.253318514,0.331434398,-0.199867235,-0.758114725,-0.522744336,-2.62587764,0.205072405,1.117063379,-1.245784682,-1.123703013,1.363365394,-0.123183323,-0.814464751,-0.292728268,0.691074182,0.277739773,-1.300351211,-0.081887304,0.130586097,-1.234761742,0.536221039
-0.028546755,-0.189846638,-0.347027823,1.014551151,-2.753608754,-0.000342472,0.063411698,1.74067851,-1.016641915,-0.687796343,-1.643866101,0.894270266,-1.048968817,0.376835556,0.364505076,0.502192168,0.104523768,-0.03967404,-0.12127096,1.462996086,-0.648749998
-0.042870457,0.470492732,0.834095066,0.158047162,-0.586900242,0.107412295,-0.741664431,-0.556531541,-1.648039475,2.855632196,0.745335944,0.535061252,-1.498003135,-0.304660936,-1.580093962,-1.469161168,0.288529692,-0.38050016,1.527869589,0.287566643,-2.466132529
1.368602284,-0.951679543,1.529882212,-1.472560438,1.266312931,-0.008005431,0.988291199,-0.12018183,0.521126785,1.337880814,0.293044764,1.252945318,1.875445,0.301981691,0.355531346,1.960940766,0.115356966,-0.221694894,-0.200202546,-0.328050671,-1.342733557
-0.225770986,1.157910467,-0.011922379,0.215926206,-0.468870655,0.140564614,-1.230524233,1.71323258,0.37694753,-1.066092646,0.270188485,-0.438882168,0.471965432,1.037837405,0.732720806,-0.631086188,1.336654909,0.349983698,-0.964708029,-1.404095754,0.04199195
1.516470604,0.58470526,0.398671992,-0.158707473,-0.619043185,-1.184927338,-0.980080362,-0.402961247,0.425304011,-0.508651476,0.262238903,-0.076095907,0.10191708,0.769629971,1.289622544,1.162655626,-0.719473338,0.230856003,-1.556023731,-2.380093739,-0.225503041
-1.548752804,-0.806452823,-0.070415314,0.671853873,-0.666139483,0.592497104,-0.415431333,-1.010278037,1.123422043,-0.111310059,-0.302329377,0.038850361,1.388516102,0.044934095,-0.779441314,1.223797371,-0.385499792,-0.690966473,0.169840002,1.488923503,1.771655495
0.58461375,0.054553246,0.601359844,2.106558602,-0.874739294,1.380687581,-0.27844094,0.348797683,-0.035351976,-0.747390555,0.152479166,-0.257695603,-1.020629047,0.788201533,-0.044354279,-1.371145059,-0.404777316,-0.443210834,0.046312238,1.804264156,-1.166259513
0.123854244,0.716331619,0.218495462,-1.515900131,0.146021704,-0.838728584,1.054099348,2.377727817,1.438506423,0.879551969,-0.337628149,-0.464519888,0.031853848,0.065899677,-1.299590432,-0.464620779,0.190669897,2.877519838,0.569318573,0.839066718,-0.621102821
0.215941569,0.557730982,0.236595502,-0.505063522,0.592780708,0.305874236,-0.623058952,-0.75216331,-1.127961605,0.249805641,0.247955002,-0.960114933,0.994622667,1.427413928,0.472403126,-0.029622988,-0.723419288,-1.863374711,0.062775775,-0.964201436,-1.444330808
0.379639483,1.481934016,1.112915128,-0.13876294,1.44870575,-0.270900318,-0.178191822,-0.473085651,-0.68540753,1.588803224,-0.617061869,-0.252179812,-0.446426531,-1.111744218,0.284593703,-0.90969831,-0.416688086,0.953203519,-1.831760102,1.413599953,0.096356297
-0.502323453,-0.612987755,-0.987421149,-2.136205,-1.566091289,-0.060785905,-0.332385705,-0.103887511,-0.777926523,-0.108035938,0.31433673,-1.325687807,-1.289529494,2.13902318,-0.518753148,0.355713304,2.014654438,1.110722475,-0.164045536,0.813876848,-0.454795053
-0.333207384,1.116136615,1.447864013,-0.031219996,0.395353331,0.975708455,1.603883831,0.059077996,-0.377894617,0.891097377,1.474364145,-1.474029864,-0.580343275,-1.548244423,-0.987537262,-0.127382582,1.605479267,-1.633388017,1.505365189,-1.321730412,0.253411364
-1.018575383,1.03654801,0.349112412,-0.593169038,-0.15323396,0.277768209,1.448821461,-0.388849859,-0.903917623,0.343356829,-0.94303992,-0.538214313,-0.739221128,-0.645310639,-0.339068745,-0.554097232,0.580608504,-0.395222494,-0.045080158,1.789028946,1.766837104
-1.071791226,-0.162483132,0.180822011,2.235602769,0.285286019,1.931841066,-1.05839965,0.478360105,0.643147752,-1.414367679,-0.474381487,-1.316567959,0.45775747,0.460041674,0.383424121,-0.764215525,-0.345973343,-1.270149153,0.009400511,-1.715537682,-0.343855674
0.303528641,-0.975926693,-0.560241851,-2.917976214,-1.031717268,-0.332290606,0.436514338,-0.65608981,-0.128108776,-1.399904393,-0.563278378,2.290152421,0.888011839,2.025432154,-2.503790646,0.88346126,-0.154951927,-1.011214986,1.045262753,-1.913912997,-0.090979791
0.448209779,-1.089145191,-0.163877592,1.488221168,0.045511418,1.481943293,-1.297201474,-0.134651472,1.110946939,0.08003461,1.168931115,0.347130831,0.019957132,-0.268546251,0.966760871,0.340039025,-0.931299981,0.293054308,-0.482665777,0.53201208,-0.003372259
0.053004227,0.457786958,0.373684804,1.008024668,-1.153613787,-0.455655564,-0.82907343,0.675957696,-1.526040626,-1.773024146,-0.333144355,0.903781654,-0.371331509,0.554412753,0.301678756,-1.243839603,-0.805204551,0.617429867,1.251475602,-1.120914547,1.99388688
0.922267468,-0.071126734,-2.063714257,0.73509163,0.659703276,-0.231322402,-0.581611242,0.131910037,-1.531390868,-0.932775933,0.985296972,-0.515223073,-2.260912503,-0.599149934,-0.169647165,1.663479338,1.160824574,-0.358841148,0.291067992,-2.120908947,-0.670188757
2.050084686,1.779102667,-0.601521949,0.146811993,-0.946189817,-0.327117627,-0.847301809,0.689808756,-0.679166864,0.678924943,-0.054798333,-1.501940744,-0.240435875,1.201642125,0.080315128,1.127657316,0.803407914,0.003923582,-0.613562191,-1.318526138,0.988888206
-0.491031166,0.53513796,0.585991612,-0.710800295,0.063547279,0.28790203,0.228593292,-1.390644094,-0.873373139,0.687114384,-0.642077506,-0.478039105,0.677716887,-1.41034365,2.588885976,-0.012056954,-1.953884198,-0.097305435,-0.542843093,2.930470648,0.543234669
-2.309168876,-0.371944875,-0.294481786,1.105631401,-2.127232677,0.466534227,-0.313185666,-0.830233284,-1.520984226,-0.457770578,0.833390374,1.179586163,-0.96005474,0.547697463,-0.501183987,1.967840414,0.397217218,0.404363835,0.207292382,0.507420503,0.279190611
1.005738524,-1.025542248,-0.800527545,-0.885747065,0.326966861,0.145161087,0.306202128,-0.154801931,0.392481087,0.050773163,-0.646107132,1.07627186,0.259146016,1.432910207,-1.849221427,-1.143940423,2.123159193,-2.205780024,-0.352482781,-1.344070816,0.329878827
-0.709200763,-0.582401675,-0.635694531,0.694761818,1.107722898,0.599325334,1.229637557,-1.574462666,0.669879082,-1.172707066,-0.476858939,-0.830665922,0.220976052,1.01937489,-1.368539963,-1.639228655,-0.323293729,2.076971181,-0.360825517,-0.456779446,1.692751935
-0.688008616,0.342888393,0.235749032,0.402639185,0.766162877,-0.781932342,1.171102925,0.190549122,1.318415045,-0.107219808,-0.474221835,-1.964324798,-1.207729895,0.957926211,0.002186444,-2.507240071,0.15675947,-0.313892831,-0.41335057,0.421074241,1.686104632
1.02557137,-0.450934647,-1.634832385,1.076238196,1.053672982,-0.238878516,-2.071288645,0.921528665,0.512022708,0.899814675,0.955973461,-0.3537733,1.483409307,0.229928325,0.069057971,-0.645955924,0.511287181,-0.393977324,0.86797621,-0.316408548,0.90466709
-0.284773007,0.51423012,0.871229241,-0.596546431,-1.355942798,0.652135347,-0.25441171,-0.131259522,0.431390969,1.268479078,2.112063416,-0.296088156,0.533265348,-0.944042621,-0.954714041,-0.576465118,-0.08349743,1.942453177,-0.372069904,0.359468409,-2.252634445
-1.220717712,-0.334338052,-2.168934674,-0.580987628,-0.169301387,1.038078571,0.47639654,-1.640396577,1.304155235,-1.259893861,-1.347076878,0.83271421,0.837739566,1.371204093,0.574706026,0.906521409,-0.79626322,-0.648293632,-0.228696624,-0.259211302,0.36332628
0.18130348,-0.105559909,-0.503339522,0.302076564,-0.069700988,0.338341103,1.164835912,-0.247917301,-0.389135891,-0.354116014,-0.862935063,-0.622948668,-0.486926273,-0.775329184,-0.554647296,1.261362631,-0.772086019,0.423657978,-1.561448337,0.863591617,0.376289276
-0.138891362,-0.730509673,-0.787182479,0.305685156,0.720195649,0.709389826,-0.570515444,-1.300091608,0.127641274,-0.149213947,-1.036704168,-1.564947582,1.496624481,0.868837987,-0.05546836,0.159554468,0.341469371,-0.271395881,-0.467745868,0.819529077,0.426479885
0.005764186,1.905043585,-1.24860021,1.373998354,-0.167781877,0.840061158,0.127827929,-0.265335757,0.289348446,0.158081631,-1.27819557,0.679359157,-0.579360172,-0.740248021,0.643963308,-0.244715904,-1.086866835,-0.115986065,0.166686953,0.938005395,0.010557931
0.385280401,0.332621731,-1.07790734,0.485399428,-0.203278916,0.609308995,1.63205863,-1.40079203,2.372742632,-1.263997147,0.183318134,-0.749466091,0.19571006,-0.118884731,0.230246015,-0.520291492,1.241027079,-0.812655676,0.981529055,-0.185776375,0.518964115
-0.370660032,0.23063364,0.250077354,0.144840039,1.67812825,-0.223717667,0.19899387,-2.042703085,0.430066354,0.161404045,0.147991983,0.316927966,-1.295135963,-0.686759528,-0.642410642,0.906943845,0.556961624,0.643016736,0.788827532,-1.585194828,1.505121053
0.644376549,-1.691862415,-0.119774031,0.842619844,1.090935128,-0.164343918,1.875903068,0.851778688,-0.785487678,0.514728687,-0.373175237,-0.18714412,-0.787456101,-1.726498501,-0.62533599,-0.737025419,0.704024825,1.514215207,0.953459171,1.881880471,0.021250208
-0.220486562,0.6597919,-0.300852632,-0.543607816,-1.75644463,0.621993832,-2.216755135,0.259731151,0.467127984,1.597460077,-0.507699842,-0.444513539,-0.128123165,0.264165383,1.666269365,-0.164064377,0.227118173,0.525313705,-0.914744335,-0.477161428,0.438688534
0.331781964,-1.023623589,-2.320763776,1.092971896,-0.384610793,-0.455383824,2.033877802,-1.164207711,-1.14602297,-1.147183672,0.629771138,0.307533164,0.73202977,1.041568343,-0.545568138,-0.550868786,0.742642854,-1.077698357,-0.273496944,-0.481325605,-1.086602309
1.096839013,-0.891521574,-1.324320711,-1.022541604,-0.992158187,-0.131983757,-2.374986142,-1.412059368,-1.115127136,0.564562675,-2.040733436,0.498826908,-0.490321894,0.416865435,1.889074205,-0.517299165,2.391367911,-1.121484966,2.418392169,2.463528776,0.026979181
0.435181491,0.918341171,-0.131307112,0.338147371,2.971585033,-0.091807008,1.13308271,-1.228303198,1.210667688,-0.315699338,1.30794617,-0.933308726,-0.635537867,0.349181826,0.06803063,-0.060732652,0.384752535,1.00577204,-0.490858973,0.967147118,0.700408872
-0.325931586,-0.452700647,-0.878035153,-1.706845764,-0.494334531,-1.586809007,1.063223161,-0.536864238,-1.172873942,-1.700965527,0.108779611,-0.294278742,-0.020302648,-0.690849258,0.373336253,0.179740708,-0.396860965,-0.261259244,-0.389950545,-0.099005549,1.051242642
1.148807618,-1.74837228,-0.79676893,0.246449258,1.148039783,0.334188898,-0.379907283,1.201405316,-1.566566799,1.96713696,0.853662181,1.081094242,-1.785740309,1.684502966,0.836497223,0.378724092,-0.570474237,0.071580159,0.497964584,0.704903215,-0.185166651
0.993503856,1.76990411,1.049540713,-1.567963131,0.096271249,0.570006843,-0.331000594,0.379541747,-0.470230394,-1.011909559,-0.080768493,-0.268128092,-1.073839269,-0.795636333,0.055007112,-0.667585681,1.868113525,0.020085185,0.579799065,0.348033389,-0.0210083
0.54839696,-2.377406925,0.175588349,-0.231484945,0.10883021,-0.061103367,0.355548082,-0.957402358,-0.632686295,-0.688797603,0.026668227,-1.499586251,-1.570903533,1.220489462,-0.327983197,-1.435203558,-0.214555919,-0.040304888,-0.710876448,0.156440966,-2.129741367
0.238731735,0.57281153,-1.043844622,-1.75745545,0.495236949,1.7940672,0.169888599,0.977791416,0.313250365,-0.304803017,-0.286406965,-1.179714625,1.12604749,1.638924206,1.193968122,1.820091661,0.330573236,0.289049212,-1.23521297,-0.467850992,1.279933013
-0.627906076,1.017249249,-0.468696015,-0.63961983,-0.142643498,-0.175782369,0.239238594,-1.391285038,-0.239837777,0.300662682,-0.560180822,0.752232201,-0.126580117,0.986604898,-1.286568441,0.645030397,-0.639850904,1.04996314,-0.67372182,1.256640526,0.783139537
1.360652449,-0.630967867,-0.284903482,-0.77616691,0.832936996,0.578799237,1.314006562,1.677406053,2.646451212,0.128612707,1.00774592,-0.454721428,0.052840958,-1.593835073,1.711920241,0.977291407,-0.963127126,-1.563703259,0.047299322,0.693836758,-0.15050203
-0.600259587,0.444287051,-0.680295181,0.554774653,0.559823773,0.532598128,0.229274977,-0.250482019,1.333401586,-1.516742785,0.085670065,0.190112932,-0.116528112,-0.043547545,1.260137027,-0.926467528,-0.571154864,-1.091668639,-1.317038333,-0.180531502,0.570616858
2.187332993,0.439130388,-0.96405361,-0.58212213,-1.685095946,0.784679058,-2.064255371,1.432383825,-1.994928413,-0.732644033,-1.218209914,1.500183341,-1.384586091,-0.044024209,1.156779192,-1.16389463,0.342836196,-0.096236262,0.010740316,0.771398282,0.320651683
1.532610626,1.040623153,-0.051804082,-0.768595102,-0.555612313,0.417712087,0.41627419,-1.016783624,0.319367398,0.636778584,0.412227109,1.158937906,-0.781132677,1.320130233,1.13404417,0.209533874,-1.903909563,-0.391577082,0.883524645,-0.011641071,0.154794304
-0.235700359,0.484099388,0.74119472,1.221515688,-0.523353123,-0.19128058,-0.322730603,-0.030430282,-0.411317805,-0.906603335,-0.894853355,0.124354823,0.72933821,-0.648599975,3.10242022,-0.957484919,-0.678534551,1.886927603,0.686048749,0.200127251,1.80935733
-1.0264209,-0.244883779,0.226852004,1.66917041,-0.506104326,0.563353249,0.842913529,-0.510395638,0.775514909,0.215868419,-2.159359203,-0.288201542,0.175111483,0.334219982,-0.713855605,0.692864462,0.198110612,-0.4841442,0.002479017,1.464186553,-1.269531596
-0.710406564,0.915992058,-0.200147013,1.093480384,1.065284885,0.253522341,-0.874938549,0.340871956,-1.016151855,0.103450083,-0.119772752,0.313205561,0.855533165,-0.023267903,1.623768807,0.615255712,-0.86020942,-0.780475358,-1.94746358,0.365380228,-0.817050241
